id,brand,model,version,year,km,sell_price,purchase_price
34333,BMW,R,1200 GS,2018,40000,  13490.0,
34338,HONDA,PCX,125,2019,20000,   2590.0,
34341,DAELIM,DAYSTAR,125 FI,2008,20000,   1090.0,
34342,KYMCO,YAGER,125 GT,2015,36422,   1390.0,  700.0
34344,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2010,20000,   6990.0,
34350,SUZUKI,BANDIT,650,2007,40000,   2590.0,
34351,BMW,G,650 GS,2007,60000,   2990.0,
34352,KAWASAKI,VN,900 CLASSIC,2007,76031,   3990.0, 2250.0
34353,SYM,CRUISYM,300,2018,30000,   2990.0,
34360,KEEWAY,RKF,125,2021,10000,   2790.0,
34369,KAWASAKI,ER,6N,2008,50000,   2290.0,
34372,HONDA,PCX,125,2013,60000,   1190.0,
34373,Zontes,U125,125,2021,10000,   2490.0,
34375,HONDA,SILVER WING,400,2007,50000,   2690.0,
34377,TRIUMPH,ROCKET,III,2021,2200,  22990.0,19000.0
34385,KAWASAKI,ZZR,1400,2008,60000,  10000.0,
34386,SYM,FIDLE II,125 S,2013,20000,   1390.0,
34390,DUCATI,SCRAMBLER,DESERT,2018,10000,   9590.0,
34391,Yamaha,T max,500,2006,40000,   3390.0,
34393,BMW,R,1200 GS ADVENTURE,2016,49500,  14990.0,13000.0
34405,KAWASAKI,Z,750,2009,40000,   3290.0,
34406,HARLEY DAVIDSON,SPORTSTER,1200 R,2008,30000,   8690.0,
34412,HARLEY DAVIDSON,SOFTAIL,DELUXE,2005,20000,  13990.0,
34413,HONDA,CB,600 F HORNET,2007,30000,   3490.0,
34415,SUZUKI,INTRUDER,125,2007,10000,   1790.0, 1000.0
34416,KYMCO,AGILITY,125,2016,10000,   1690.0,
34419,KYMCO,AK,550,2017,30000,   5790.0,
34420,YAMAHA,[*AJ*] TRACER,900,2020,20000,  10890.0,
34421,KAWASAKI,VN,900 CLASSIC,2011,20000,   5490.0,
34422,SUZUKI,[*AJ*] INTRUDER,M 1500,2013,40000,   7290.0,
34423,KAWASAKI,J,125,2016,20000,   2790.0,
34429,KAWASAKI,NINJA,400,2018,10000,   5290.0,
34430,Zontes,Z2,125cc,2021,10000,   2590.0,
34433,HONDA,FORZA,750,2021,10000,   9890.0,
34434,HONDA,[*AJ*] CB,1000 R,2019,20000,  11490.0,
34438,KAWASAKI,Z,900,2020,20000,   7790.0, 6800.0
34441,PEUGEOT,DJANGO,125,2020,20000,   1490.0,
34446,YAMAHA,X-MAX,250,2018,10000,   3790.0,
34447,DUCATI,PANIGALE,1299,2018,10000,  17990.0,
34451,APRILIA,TUONO,1000,2008,20000,   4490.0,
34454,KAWASAKI,Z,650,2017,20000,   5190.0,
34460,KAWASAKI,NINJA,ZX 10R,2009,40000,   5490.0, 4200.0
34466,HONDA,FORZA,125,2017,20000,   3690.0,
34467,SUZUKI,GLADIUS,650,2009,20000,   3790.0,
34468,HONDA,CBR,600 F,1999,50000,   1990.0,
34474,KAWASAKI,Z,750,2009,40000,   3890.0,
34478,daelim,xq1 125d,125,2020,10000,   2990.0,
34481,HONDA,CB,600 F HORNET CON ABS,2011,52700,   3590.0, 2500.0
34484,KYMCO,MILLER,125,2018,50000,   1690.0,
34485,SYM,SYMPHONY,125,2017,20000,   1590.0,
34488,Riya,Strom,T9,2019,10000,   1290.0,
34489,SUZUKI,GSX,R 750,2009,40000,   6190.0,
34495,PIAGGIO,LIBERTY,50,2019,10000,   1890.0,
34498,KAWASAKI,Z,900,2019,40000,   6190.0,
34500,SUZUKI,V-STROM,650,2014,20000,   5790.0,
34501,YAMAHA,X-MAX,250,2016,30000,   3190.0,
34503,SUZUKI,GSX,R 600,2007,40000,   4690.0,
34511,YAMAHA,YZF,R6,2007,39867,   4290.0, 2800.0
34512,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2007,40000,   7290.0, 5200.0
34516,DAELIM,VT,125 CC,2009,10000,   1290.0,
34521,APRILIA,RS,125,2018,30000,   2990.0,
34523,SUZUKI,BURGMAN,125,2008,50000,   2990.0,
34524,KTM,DUKE,125,2020,10000,   3490.0,
34525,PEUGEOT,TWEET,50,2022,10000,   1790.0,
34526,YAMAHA,MT,07,2016,60000,   3990.0,
34527,BMW,R,1200 GS,2017,20000,  15290.0,
34540,SUZUKI,[*AJ*] GSX,R 600,2007,40000,   5190.0,
34543,SYM,MAXSYM,400,2017,30000,   3290.0,
34551,HONDA,CBR,600 RR,2007,46894,   3990.0, 2600.0
34553,SUZUKI,[*AJ*] MARAUDER,250,2006,20000,   1290.0,
34554,PIAGGIO,BEVERLY,350,2014,19800,   3290.0, 2000.0
34555,SUZUKI,BURGMAN,400,2007,20000,   2190.0,
34556,HONDA,SH,125,2019,4234,   3090.0, 2075.0
34557,HONDA,CBF,500,2019,10000,   4990.0,
34559,KEEWAY,RKS,125,2017,30000,   1390.0,
34563,APRILIA,RS,125,2002,20000,   2490.0,
34568,KAWASAKI,ZX,10R,2007,48193,   4490.0, 2900.0
34572,PIAGGIO,BEVERLY,350,2002,30000,   2390.0,
34573,KAWASAKI,VERSYS,1000,2019,20000,  11490.0,
34575,KEEWAY,RKS,125,2019,10000,   1790.0,
34577,BMW,F,850 GS,2019,20000,  10990.0,
34579,BMW,R,1200 R,2007,50000,   5990.0,
34580,SUZUKI,GSR,600,2008,40000,   2990.0,
34582,BMW,F,650 GS,2007,40000,   3690.0,
34583,TRIUMPH,SPEED,TRIPLE,2006,40000,   5290.0,
34589,KYMCO,AGILITY,125,2012,30000,   1190.0,
34594,SUZUKI,INAZUMA,250,2004,10000,   1990.0,
34596,PIAGGIO,MP3,300,2020,10000,   5690.0,
34597,YAMAHA,MT,07,2017,20000,   4690.0,
34605,BMW,G,310 R,2019,20000,   3790.0,
34610,HONDA,NX,650 DOMINATOR,1998,50000,   2590.0,
34618,PIAGGIO,X9 EVOLUTION,125,2004,20000,   1190.0,
34619,YAMAHA,MAJESTY,400,2007,80000,   1490.0,
34620,HONDA,PCX,125,2011,40000,    990.0,
34624,KAWASAKI,Z,800,2016,20000,   5790.0,
34627,MONDIAL,HPS,125,2018,10000,   2790.0,
34631,HONDA,CB,500 F,2017,20000,   4690.0,
34637,SUZUKI,GSX,R 1000,2018,12900,  14990.0,12400.0
34641,HARLEY DAVIDSON,VRSC,V ROD,2003,20000,   9590.0,
34643,YAMAHA,X-MAX,300,2018,20000,   4190.0,
34644,YAMAHA,T-MAX,530,2014,50000,   6990.0,
34645,KEEWAY,OUTLOOK,15,2015,20000,   1190.0,
34656,DUCATI,MONSTER,S2R 800,2007,60000,   2990.0,
34660,YAMAHA,T-MAX,530,2017,20000,   8490.0,
34664,HONDA,VT,750 SHADOW,2006,54487,   4990.0, 3000.0
34671,HARLEY DAVIDSON,SPORTSTER,XR 1200,2009,30000,   7190.0,
34672,YAMAHA,X-MAX,125,2018,20000,   3590.0,
34676,YAMAHA,T-MAX,530,2013,10000,   7990.0,
34679,DUCATI,PANIGALE,1199,2012,50000,  12890.0,
34695,BMW,R,850 R,2002,80000,   3190.0,
34699,BMW,R,1200 RS,2016,40000,  10490.0,
34706,BMW,C,650 SPORT,2017,30000,   6490.0,
34717,KYMCO,SUPER DINK,350,2018,10000,   3290.0,
34736,SUZUKI,MARAUDER,125,2005,30000,   1190.0,
34753,DUCATI,MONSTER,S4,2003,40000,   2790.0,
34759,Benelli,Bn,600t,2016,10000,   4290.0,
34760,YAMAHA,FJR,1300,2007,60000,   6190.0,
34769,KAWASAKI,Z,900,2022,10000,   8790.0,
34774,HONDA,PCX,125,2018,10000,   2790.0,
34777,KYMCO,SUPER DINK,300,2015,30000,   2690.0,
34781,SUZUKI,BANDIT,650 S,2005,30000,   2990.0,
34782,YAMAHA,NMAX,125CC,2018,10000,   2590.0,
34787,KAWASAKI,VERSYS,650,2016,10000,   6390.0,
34792,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2006,50000,   5890.0,
34796,KTM,SUPER DUKE,1290,2016,40000,  10290.0,
34801,BMW,F,800 R,2018,5915,   6990.0, 5800.0
34804,SYM,CRUISYM,300,2020,10000,   3690.0,
34812,BMW,K,1200 GT,2007,60000,   5990.0,
34835,BMW,R,1200 R,2015,40000,   9890.0,
34851,HONDA,CB,600 F HORNET,2004,30000,   1990.0,
34861,HARLEY DAVIDSON,SPORTSTER,883 R,2013,40000,   6490.0,
34863,KAWASAKI,Z,800,2016,30000,   5990.0,
34868,HONDA,CBR,1000 RR,2004,40000,   4190.0,
34875,YAMAHA,YZF,R 6,2003,40000,   3790.0,
34876,HONDA,SH,125,2020,10000,   3390.0,
34881,YAMAHA,FZ6,N,2006,40000,   2590.0,
34890,KEEWAY,RKF,125,2018,10000,   1790.0,
34891,HONDA,CB,500 X,2020,20000,   5790.0,
34897,KYMCO,AGILITY,50,2021,10000,   1790.0,
34909,VESPA,GTS,125,2010,10000,   2890.0,
34910,HONDA,CBR,1000 RR FIREBLADE,2004,60000,   3990.0,
34914,KAWASAKI,ER,6N,2011,50000,   2990.0,
34916,SUZUKI,V-STROM,1000,2006,80000,   3690.0,
34917,BMW,C,400 X,2020,10000,   5890.0,
34932,YAMAHA,MT,07,2017,30000,   4090.0,
34933,KTM,EXC,250,2014,20000,   4290.0,
34935,KYMCO,SUPER DINK,125,2017,10000,   2890.0,
34936,BMW,[*AJ*] R,850 R,2006,60000,   3990.0,
34937,Brixton,Bx 125 R,R,2018,20000,   1590.0,
34941,BMW,R,1200 R,2011,40000,   7790.0,
34944,SUZUKI,GSX,1250,2004,60000,   5390.0,
34945,Honda,CBR,650F,2018,10000,   6790.0,
34946,YAMAHA,XT,1200 Z SUPER TENERE,2018,20000,  12990.0,
34948,YAMAHA,XVS,650 DRAG STAR CLASSIC,2002,40000,   3090.0,
34949,BMW,R,1200 GS,2004,86000,   5690.0, 3100.0
34954,KAWASAKI,[*AJ*] VERSYS,X 300,2019,60000,   3990.0,
34959,SUZUKI,GSX,R 1000,2008,60000,   5290.0,
34967,YAMAHA,YZF,R1,2005,41000,   5990.0, 3200.0
34973,KYMCO,SUPER DINK,350,2020,10000,   3990.0,
34976,YAMAHA,X-MAX,300,2021,10000,   5190.0,
34980,KYMCO,AGILITY,125,2020,10000,   1890.0,
34981,SUZUKI,V-STROM,1000,2004,75000,   3990.0,
34983,KTM,EXC,500 SIX DAYS,2018,10000,   6290.0,
34985,BMW,HP4,HP4,2021,10000,   6390.0,
34989,DERBI,[*AJ*] SENDA,R X-TREME,2020,10000,   2390.0,
34998,YAMAHA,[*AJ*] FZ6,S,2005,40000,   2590.0,
35004,SUZUKI,GSX,S 750,2004,40000,   1991.0,
35007,KAWASAKI,VN,900 CLASSIC,2009,60000,   3990.0,
35011,SUZUKI,MARAUDER,250,2004,10000,   1290.0,
35013,BMW,R,1200 GS,2005,100001,   5590.0, 2750.0
35024,KAWASAKI,Z,800,2017,10000,   6190.0,
35033,BMW,F,800 GT,2018,68725,   6890.0, 5100.0
35037,MACBOR,EIGHT MILE,125,2020,10000,   1990.0,
35039,SUZUKI,BANDIT,650,2001,40000,   1990.0,
35045,KYMCO,AGILITY,125,2015,20000,   1590.0,
35047,YAMAHA,YZF,R1,2005,60000,   5190.0,
35056,SUZUKI,GSR,600,2007,50000,   2690.0,
35058,HONDA,SH,125,2009,20000,   1790.0,
35065,YAMAHA,YZF,R1,2004,50000,   4990.0,
35077,SYM,JOYMAX,300,2015,50000,   1990.0,
35083,BMW,C,650 GT,2014,14942,   5690.0, 4500.0
35085,SUZUKI,GSR,600,2007,19770,   2890.0, 1750.0
35089,YAMAHA,FZ6,N,2007,60000,   2290.0,
35093,BMW,R,1200 GS,2013,80000,  11290.0,
35094,YAMAHA,T-MAX,500,2008,50000,   5290.0,
35099,SUZUKI,GSX,R 600,2008,50000,   5390.0,
35106,PIAGGIO,BEVERLY,300,2018,20000,   3290.0,
35109,YAMAHA,MT,09,2019,9901,   8490.0, 9000.0
35110,YAMAHA,XJ6,600 DIVERSION S,2000,10000,   1990.0,
35112,YAMAHA,NIKEN,NIKEN,2020,20000,  11890.0,
35113,MACBOR,MONTANA,XR1 250,2019,59362,   2590.0, 1500.0
35122,HONDA,[*AJ*] VFR,800 FI,2011,60000,   5390.0,
35123,YAMAHA,MT,07,2015,30000,   4490.0,
35127,SUZUKI,BANDIT,650,2006,80000,   1790.0,
35141,APRILIA,SR,125,2017,40000,   2190.0,
35146,HARLEY DAVIDSON,TOURING,ELECTRA GILDE ULTRA CLASSIC,2008,40000,  12990.0,
35151,YAMAHA,YBR,125,2006,20000,   1390.0,
35152,KTM,EXC,250,2022,10000,   7990.0,
35154,KEEWAY,SUPERLIGHT,125,2021,10000,   2090.0,
35155,SUZUKI,GSX,R 600,2007,50000,   4290.0,
35157,YAMAHA,XVS,1300 MIDNIGHT STAR,2010,50733,   5890.0, 4300.0
35158,SUZUKI,BURGMAN,200,2015,10000,   2290.0,
35159,BMW,R,1200 GS,2004,80000,   4990.0,
35160,BMW,C,650 GT,2016,20000,   6390.0, 5300.0
35164,KAWASAKI,ER,6N,2010,60000,   2190.0,
35166,Brixton,BX,125X,2019,20000,   1690.0,
35169,HONDA,VFR,800 FI,2008,50000,   4890.0,
35170,SUZUKI,V-STROM,650,2015,50000,   4990.0,
35171,Yamaha,Moto yamaha tricity 125 ABS,Tricity,2019,10000,   2990.0,
35176,HONDA,CBR,1000 RR FIREBLADE,2003,30000,   3390.0,
35177,SUZUKI,BURGMAN,125,2012,20000,   1390.0,
35178,KAWASAKI,VULCAN,S,2017,30000,   5490.0, 3800.0
35181,SUZUKI,GSX,R 750,2001,60000,   2990.0,
35183,KAWASAKI,Z,1000 SX,2016,60000,   8490.0,
35184,YAMAHA,T-MAX,500,2008,60000,   3590.0,
35185,KAWASAKI,NINJA,650,2017,10000,   5390.0,
35189,BMW,K,1600 B,2018,30000,  21790.0,
35190,BMW,S,1000 R,2015,30000,   9290.0, 8150.0
35197,Daelin,Roadwin,250 r f4i,2017,20000,   1890.0,
35198,SUZUKI,GSX,R 600,2008,30000,   6490.0,
35199,HONDA,VT,125 SHADOW,2004,10000,   2790.0,
35202,KAWASAKI,Z,900,2020,2600,   6990.0, 6000.0
35204,BMW,F,800 ST,2007,50000,   3790.0,
35205,KYMCO,AGILITY,125,2009,10000,   1190.0,
35209,HARLEY DAVIDSON,DYNA,FAT BOB,2016,20000,  14590.0,
35210,KEEWAY,SUPERLIGHT,125,2020,10000,   1790.0,
35212,YAMAHA,T-MAX,530,2019,20000,   8890.0,
35215,BMW,F,650 GS,2005,40000,   3690.0,
35217,KAWASAKI,NINJA,250,2009,50000,   1890.0,
35218,SUZUKI,GLADIUS,650,2013,43000,   3590.0, 2500.0
35219,BMW,R,1200 GS,2007,60000,   6790.0,
35225,KAWASAKI,VERSYS,650,2009,80000,   2690.0,
35235,HONDA,CBF,600 S,2007,60000,   2490.0,
35243,HONDA,NC,700 S,2013,20000,   4390.0,
35245,YAMAHA,T-MAX,560,2020,10000,  12290.0,
35255,SYM,MAXSYM,400,2015,10000,   3790.0,
35259,BMW,R,1200 GS,2013,50000,   6890.0,
35261,YAMAHA,MT,125,2022,10000,   4590.0,
35262,KAWASAKI,[*AJ*] ZX,6R,2009,38000,   5990.0, 5150.0
35275,DUCATI,MONSTER,1200,2015,20000,   8790.0,
35278,PIAGGIO,LIBERTY,125,2019,20000,   1690.0,
35279,BMW,C,400 GT,2020,10000,   6790.0,
35289,HONDA,PCX,125,2021,10000,   2890.0,
35291,TRIUMPH,AMERICA,900,2011,27023,   6290.0, 4380.0
35299,KAWASAKI,VULCAN,800 CLASSIC,2007,50000,   3990.0,
35301,YAMAHA,FZ6,S,2005,60000,   2590.0,
35304,SUZUKI,V-STROM,650,2006,47000,   3590.0, 2200.0
35308,SUZUKI,BANDIT,650,2008,40000,   3390.0,
35310,HARLEY DAVIDSON,SPORTSTER,883 IRON,2016,20000,   9590.0,
35311,HONDA,PCX,125,2021,1000,   2990.0,
35313,Hanway,Raw 125,Cafe racer,2017,10000,   1490.0,
35314,HONDA,CB,1000R,2019,15278,  10790.0, 9000.0
35325,SUZUKI,GSX,R 1000,2018,20000,  14790.0,
35329,BMW,F,800 R,2013,80000,   3190.0,
35330,HONDA,CB,500,2000,60000,   1590.0,
35333,YAMAHA,XVS,1100 DRAG STAR,2005,60000,   3990.0,
35335,MOTO GUZZI,V 7,CLASSIC,2017,14000,   5790.0, 4200.0
35340,KAWASAKI,Z,900,2018,50000,   5990.0,
35343,HONDA,FORZA,300,2013,10000,   3190.0,
35344,KYMCO,AK,550,2017,10000,   6290.0,
35348,YAMAHA,YZF,R1,2004,50000,   3990.0,
35351,BMW,K,1600 GT,2016,30000,  14890.0,
35352,KAWASAKI,Z,1000,2013,30000,   6990.0,
35360,YAMAHA,T-MAX,530,2018,20000,   9090.0,
35361,DUCATI,1198,1198,2009,30000,   7490.0,
35363,KAWASAKI,Z,900,2018,20000,   6790.0,
35366,YAMAHA,[*AJ*] T-MAX,530 ABS,2018,20000,   8790.0,
35368,HONDA,VT,125 SHADOW,2007,10000,   2990.0,
35370,HUSQVARNA,VITPILEN,401,2020,20000,   3790.0,
35375,BMW,R,850 R,2017,40000,   5790.0,
35377,KAWASAKI,NINJA,250,2008,30000,   2490.0,
35378,KYMCO,SUPER DINK,300,2010,30000,   1590.0,
35380,KAWASAKI,Z,800,2015,50000,   5590.0,
35385,HONDA,CB,1000R,2008,96000,   3590.0, 1900.0
35387,BMW,F,800 S,2006,50000,   3090.0,
35388,BMW,R,1250 GS ADVENTURE,2019,30000,  18990.0,
35389,PIAGGIO,LIBERTY,125,2019,10000,   1990.0,
35391,PIAGGIO,MP3,500,2020,1509,   6990.0, 5300.0
35396,YAMAHA,XJ6,600 DIVERSION N,2011,14098,   3890.0, 2500.0
35397,SUZUKI,V-STROM,650,2008,50000,   3790.0,
35398,HARLEY DAVIDSON,[*AJ*] SPORTSTER,883 CUSTOM,2008,14000,   6990.0, 5200.0
35408,HONDA,SH,300,2017,40000,   3590.0,
35409,YAMAHA,FZ1,N,2006,65393,   3790.0, 2800.0
35416,KYMCO,LIKE,125,2020,10000,   1890.0,
35419,YAMAHA,X-MAX,125,2021,10000,   4590.0, 3600.0
35428,HARLEY DAVIDSON,SPORTSTER,1200 R ROADSTER,2020,10000,  11990.0,
35432,HONDA,VFR,1200 F,2011,60000,   8290.0,
35435,HONDA,SH,125,2009,27000,   1790.0,  900.0
35438,YAMAHA,T-MAX,530,2014,10000,   7990.0,
35443,HONDA,CBR,1000 RR,2008,27780,   8190.0, 6000.0
35448,HYOSUNG,GV,125 AQUILA,2018,10000,   3190.0,
35454,HONDA,CBF,600 S,2008,30000,   3390.0,
35461,YAMAHA,X-MAX,250,2005,80000,   1790.0,
35470,HONDA,CBR,1000RR,2004,65000,   4090.0, 3000.0
35472,APRILIA,TUONO,V4 1100,2019,20000,  13990.0,
35485,YAMAHA,FZ1,S,2006,50000,   4390.0,
35492,SUZUKI,BANDIT,650,2007,50000,   2490.0,
35499,BMW,R,1250 GS ADVENTURE,2019,10000,  19990.0,
35500,HONDA,CB,600 F HORNET,2008,44387,   3290.0, 2100.0
35505,KYMCO,VITALITY,50,2010,20000,    990.0,
35507,BMW,K,1200 S,2006,60000,   4590.0,
35509,SUZUKI,BURGMAN,200,2017,20000,   1890.0,
35520,BMW,C,650 SPORT,2018,20000,   7490.0,
35521,TRIUMPH,[*AJ*] SPEED TRIPLE,S,2006,60000,   4490.0,
35523,BMW,S,1000 XR,2018,30000,  14690.0,
35532,GOES,125 GY,2018,2018,20000,   1690.0,
35533,DUCATI,HYPERMOTARD,796,2010,40000,   4990.0,
35538,HONDA,CBR,1000 RR FIREBLADE,2004,40000,   4990.0, 3000.0
35542,YAMAHA,FZ1,S,2006,50000,   3690.0,
35547,SUZUKI,INTRUDER,C 800,2007,30000,   4990.0,  300.0
35551,HONDA,FORZA,250,2005,50485,   1390.0,  600.0
35558,SYM,MAXSYM,600,2016,30000,   3790.0,
35567,YAMAHA,NMAX,125CC,2021,10000,   2890.0,
35572,HARLEY DAVIDSON,DYNA,STREET BOB,2017,20000,  15990.0,
35575,KAWASAKI,VERSYS,1000,2015,50000,   8590.0,
35591,SUZUKI,ADRESS,110,2016,10000,   1590.0,
35593,YAMAHA,YZF,R3,2017,40000,   5190.0,
35599,SYM,GTS,125 EVO,2011,50000,   1190.0,
35601,KYMCO,SUPER DINK,300,2016,20000,   1990.0,
35608,KYMCO,GRAND DINK,125,2019,29300,   2190.0, 1200.0
35614,HONDA,CBF,600 N,2006,20000,   2890.0,
35622,HONDA,SH,125,2017,40000,   2490.0,
35624,DUCATI,MONSTER,796,2013,30000,   6790.0,
35631,KEEWAY,RKF,125,2018,20000,   1790.0,
35635,PEUGEOT,SATELIS,125,2011,30000,   1190.0,
35637,HONDA,CBF,600 S,2010,20000,   3190.0,
35639,HONDA,SH,125,2017,11000,   2490.0, 1500.0
35640,PIAGGIO,BEVERLY,300,2019,10000,   3490.0,
35646,BENELLI,TRK,502,2021,10000,   6190.0,
35649,SUZUKI,MARAUDER,125,2009,10000,   1890.0,
35650,DUCATI,SUPERSPORT,S,2000,30000,   2490.0,
35655,YAMAHA,TRACER,700,2020,20000,   7390.0,
35663,SUZUKI,V-STROM,650,2006,77336,   2990.0, 1800.0
35664,BENELLI,TRK,502,2019,20000,   4990.0,
35667,BMW,K,1200 S,2005,40000,   4390.0,
35673,BMW,F,750 GS,2018,10000,   9490.0,
35674,SUZUKI,GSR,600,2006,30000,   2990.0,
35678,HONDA,CB,900 F,2002,50000,   2490.0,
35681,APRILIA,[*AJ*] SHIVER,750 GT,2019,20000,   7790.0,
35684,YAMAHA,T-MAX,530,2018,20000,   8290.0,
35688,YAMAHA,YZF,R 125,2009,10000,   2490.0,
35691,BMW,[*AJ*] S,1000 R,2021,10000,  17490.0,
35697,SYM,JOYMAX,125,2018,10000,   2590.0,
35700,HUSQVARNA,SVARTPILEN,401,2021,10000,   5190.0,
35704,SUZUKI,BURGMAN,125,2015,40000,   1990.0,
35707,PEUGEOT,SATELIS,125,2007,19045,   1490.0,  400.0
35714,BENELLI,[*AJ*] TNT,SPORT,2008,40000,   3990.0,
35716,HONDA,[*AJ*] NC,750S,2016,30000,   4890.0,
35719,YAMAHA,MAJESTY,400,2011,30000,   3490.0,
35720,BMW,F,850 GSADVENTURE,2019,10700,  13690.0,12500.0
35723,HONDA,S-WING,125,2008,40000,   1590.0,  500.0
35726,VESPA,LX,125,2010,20000,   1990.0,
35727,SUZUKI,MARAUDER,250,2007,30000,   1590.0,
35728,YAMAHA,XV,950,2015,20000,   6790.0, 5200.0
35729,SUZUKI,GSX,R 600,2008,60000,   4490.0,
35736,HONDA,CBF,1000,2006,80000,   3490.0,
35737,KAWASAKI,[*AJ*] ZX,10R ABS,2019,20000,  15890.0,
35740,MACBOR,ROCKSTER,125,2019,10000,   1990.0,
35742,Bmw,[*AJ*] F850gs,Rallye,2020,20000,  10990.0,
35752,HONDA,INTEGRA,INTEGRA,2012,33650,   4690.0, 3000.0
35759,YAMAHA,X-MAX,125,2017,10000,   3690.0,
35760,TRIUMPH,TIGER,800,2012,50000,   6290.0,
35761,YAMAHA,X-MAX,300,2021,4003,   5290.0, 4480.0
35764,TRIUMPH,TIGER,800,2018,10000,  10990.0,
35766,SUZUKI,GSX,650 F,2005,40000,   2590.0,
35770,KAWASAKI,Z,900,2021,10000,   8390.0,
35775,Zontes,T310,Trail,2019,5000,   3690.0, 2500.0
35780,HANWAY,STR 125,STR 125,2016,20000,   1190.0,
35783,KAWASAKI,VN,900 CLASSIC,2008,30000,   4490.0,
35796,BMW,S,1000 R,2016,40000,   9590.0,
35797,KTM,EXC,300,2020,10000,   6490.0,
35799,YAMAHA,XVS,650 DRAG STAR CLASSIC,2002,60000,   2790.0,
35803,HONDA,AFRICA TWIN,750,1991,60000,   3590.0,
35805,HARLEY DAVIDSON,TOURING,ELECTRA GILDE ULTRA CLASSIC,2006,60000,  12990.0,
35812,Brixton,Felsberg,125,2018,10000,   1990.0, 1100.0
35816,HONDA,CBR,600 F,2003,40000,   2190.0,
35818,VESPA,LX,125,2009,30000,   1990.0,
35821,BMW,R,1200 RT 110 CV,2008,80000,   6890.0,
35822,YAMAHA,YS,125,2018,20000,   1890.0,
35823,KYMCO,MILLER,125,2020,462,   2390.0, 1600.0
35844,PIAGGIO,LIBERTY,50,2018,10000,   1790.0,
35855,BMW,F,800 GS,2011,10000,   7590.0,
35857,Sym,[*AJ*] Cruisym,125 ABS,2020,10000,   3390.0,
35858,YAMAHA,FZ6,S,2007,80000,   1490.0,
35859,VESPA,PX,125,2016,10000,   3490.0,
35862,KAWASAKI,Z,750,2008,50000,   4090.0,
35867,BMW,R,1200 RT 110 CV,2015,80000,  12690.0,
35868,YAMAHA,FZ8,N,2010,60000,   4490.0,
35870,HONDA,FORZA,125,2016,10000,   3790.0,
35877,KYMCO,X CITING,400,2014,20000,   2990.0,
35888,PIAGGIO,[*AJ*] X10,350 EXECUTIVE,2018,30000,   3990.0,
35889,HONDA,SH,125,2016,30000,   2590.0,
35904,HONDA,CBR,1000 RR FIREBLADE,2009,60000,   6490.0,
35906,SUZUKI,V-STROM,650,2013,80000,   3890.0,
35911,HONDA,VARADERO,XL 1000V,2005,80000,   4190.0,
35916,SYM,SYMPHONY,125,2019,20000,   1890.0,
35919,BMW,F,850 GS,2018,20000,  10290.0,
35935,SUZUKI,BANDIT,650,2011,50000,   1990.0,
35937,YAMAHA,VITY,125,2013,1260,   1190.0,  249.0
35943,KYMCO,VITALITY,50,2006,2543,    990.0,  150.0
35949,YAMAHA,X-ENTER,125,2016,50000,   1490.0,
35953,APRILIA,SHIVER,750,2010,50000,   3690.0,
35954,HONDA,TRANSALP,XL 700 V,2010,60000,   3990.0,
35959,PIAGGIO,MEDLEY,125,2019,10000,   2490.0,
35960,YAMAHA,MT,07,2018,10000,   5790.0,
35968,BENELLI,BN,125,2019,20000,   2190.0,
35974,PIAGGIO,BEVERLY,350,2020,10000,   3990.0,
35978,HARLEY DAVIDSON,SOFTAIL,HERYTAGE SOFTAIL CLASSIC,2008,30000,  14490.0,
35984,SUZUKI,MARAUDER,250,2005,40000,   1190.0,
35985,KAWASAKI,W,800,2011,20000,   5290.0, 3500.0
35988,SUZUKI,BANDIT,650,2007,50000,   2590.0,
35991,HARLEY DAVIDSON,SOFTAIL,FAT BOY,1996,80000,  10990.0,
35999,PIAGGIO,TYPHOON,50 2T,2021,10000,   2990.0,
36000,HONDA,PCX,125,2014,30000,   1890.0,
36007,Zontes,U1 125,U1 125,2021,10000,   2990.0,
36010,BENELLI,502,C,2019,20000,   4790.0,
36011,BMW,F,800 R,2016,33000,   5390.0,
36015,HONDA,CB,1000 R,2020,10000,  11990.0,
36019,BMW,G,310 R,2020,357,   4990.0, 3800.0
36024,KEEWAY,RKV,125,2014,20000,   1490.0,  750.0
36026,KYMCO,[*AJ*] AK,550,2018,10000,   6890.0,
36030,KYMCO,SUPER DINK,125,2021,712,   3790.0, 2800.0
36033,HARLEY DAVIDSON,SPORTSTER,FORTY EIGHT 1200,2019,10000,  11990.0, 9800.0
36037,SUZUKI,GSR,750,2011,20000,   5190.0,
36039,HONDA,CBR,1100XX,1999,60000,   2490.0,
36043,YAMAHA,XJ6,600 DIVERSION N,2009,40000,   3590.0,
36044,PEUGEOT,TWEET,125,2017,10000,   2190.0,
36045,Mitt,XRS,125,2021,10000,   1690.0,
36049,SUZUKI,BURGMAN,150,2013,18383,   2390.0, 1400.0
36050,Brixton,BX125,125,2018,20000,   1790.0,
36051,Royal enfield,Continental gt,650,2019,10000,   5390.0,
36052,SUZUKI,GSX,R 600,2013,30000,   9590.0,
36057,SUZUKI,SIXTEEN,125,2011,20000,   1390.0,
